policyNumber,policyTitle,uriPolicyId,ombPolicyId,policyType,policyIssuanceYear,policySunset,reqId,issuingBody,policySection,policySubSection,reqText,verb,Impacted Entity,reqDeadline,citation,Acquisition/Contracts (Keywords),Human Capital (Keywords),Cloud (Keywords),Data Centers (Keywords),Cybersecurity (Keywords),Privacy (Keywords),Shared Services (Keywords),IT Project Management (Keywords),Software (Keywords),Digital Services (Keywords),Mobile (Keywords),Hardware/Government Furnished Equipment (GFE) (Keywords),"IT Transparency (Open Data, FOIA, Public Records, etc.) (Keywords)",Agency Statistics (Keywords),Customer Services (Keywords),Governance (Keywords),Financial Systems (Keywords),Budget (Keywords),Governance - Org Structure (Keywords),Governance - Implementation (Keywords),Data Management/Standards (Keywords),Definitions (Keywords),Reporting (Keywords),Other (Keywords)
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.01,OSTP,1. Policy Principles,None,"The Administration is committed to ensuring that, to the greatest extent and with the fewest constraints possible and consistent with law and the objectives set out below, the direct results of federally funded scientific research are made available to and useful for the public, industry, and the scientific community. Such results include peer-reviewed publications and digital data.   ","Ensure, Include",Federal agencies with over $100 million in annual conduct of research and development expenditures,None specified,None specified,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.02,OSTP,2.  Agency Public Access Plan,None,"The Office of Science and Technology Policy (OSTP) hereby directs each Federal agency with over $100 million in annual conduct of research and development expenditures to develop a plan to support increased public access to the results of research funded by the Federal Government. This includes any results published in peer-reviewed scholarly publications that are based on research that directly arises from Federal funds, as defined in relevant OMB circulars (e.g., A-21 and A-11). It is preferred that agencies work together, where appropriate, to develop these plans.  ",directs,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.03,OSTP,2.  Agency Public Access Plan,None,Each agency plan [ref. Req. 90.01-90.02] must be consistent with the objectives set out in this memorandum. These objectives were developed with input from the National Science and Technology Council and public consultation in compliance with the America COMPETES Reauthorization Act of 2010 (P.L. 111-358).   ,must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.04,OSTP,2.  Agency Public Access Plan,None,"Further, each agency plan [ref. Req. 90.01-90.02] for both scientific publications and digital scientific data must contain the following elements:  

 a) a strategy for leveraging existing archives, where appropriate, and fostering public private partnerships with scientific journals relevant to the agency’s research; ",must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.05,OSTP,2.  Agency Public Access Plan,None,"Further, each agency plan [ref. Req. 90.01-90.02] for both scientific publications and digital scientific data must contain the following elements:  

b) a strategy for improving the public’s ability to locate and access digital data resulting from federally funded scientific research;",must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.06,OSTP,2.  Agency Public Access Plan,None,"Further, each agency plan [ref. Req. 90.01-90.02] for both scientific publications and digital scientific data must contain the following elements:  

c) an approach for optimizing search, archival, and dissemination features that encourages innovation in accessibility and interoperability, while ensuring long-term stewardship of the results of federally funded research; ",must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.07,OSTP,2.  Agency Public Access Plan,None,"Further, each agency plan [ref. Req. 90.01-90.02] for both scientific publications and digital scientific data must contain the following elements:  

d) a plan for notifying awardees and other federally funded scientific researchers of their obligations (e.g., through guidance, conditions of awards, and/or regulatory changes);   ",must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.08,OSTP,2.  Agency Public Access Plan,None,"Further, each agency plan [ref. Req. 90.01-90.02] for both scientific publications and digital scientific data must contain the following elements:  

e) an agency strategy for measuring and, as necessary, enforcing compliance with its plan; ",must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.09,OSTP,2.  Agency Public Access Plan,None,"Further, each agency plan [ref. Req. 90.01-90.02] for both scientific publications and digital scientific data must contain the following elements:  

f) identification of resources within the existing agency budget to implement the plan; ",must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.1,OSTP,2.  Agency Public Access Plan,None,"Further, each agency plan [ref. Req. 90.01-90.02] for both scientific publications and digital scientific data must contain the following elements:  

g) a timeline for implementation; and ",must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.11,OSTP,2.  Agency Public Access Plan,None,"Further, each agency plan [ref. Req. 90.01-90.02] for both scientific publications and digital scientific data must contain the following elements:  

h) identification of any special circumstances that prevent the agency from meeting any of the objectives set out in this memorandum, in whole or in part.  ",must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.12,OSTP,2.  Agency Public Access Plan,None,Each agency shall submit its draft plan [ref. Req. 90.01-90.02] to OSTP within six months of publication of this memorandum. ,shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.13,OSTP,2.  Agency Public Access Plan,None,"OSTP, in coordination with the Office of Management and Budget (OMB), will review the draft agency plans [ref. Req. 90.01-90.02] and provide guidance to facilitate the development of final plans that are consistent with the objectives of this memorandum and, where possible, compatible with the plans of other Federal agencies subject to this memorandum.",will,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.14,OSTP,2.  Agency Public Access Plan,None," In devising its final plan, [ref. Req. 90.01-90.02] each agency should use a transparent process for soliciting views from stakeholders, including federally funded researchers, universities, libraries publishers, users of federally funded research results, and civil society groups, and take such views into account.   ",should,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.15,OSTP,3. Objectives for Public Access to Scientific ,None,"To the extent feasible and consistent with law; agency mission; resource constraints; U.S. national, homeland, and economic security; and the objectives listed below, the results of unclassified research that are published in peer-reviewed publications directly arising from Federal funding should be stored for long-term preservation and publicly accessible to search, retrieve, and analyze in ways that maximize the impact and accountability of the Federal research investment.  ",should,Federal agencies with over $100 million in annual conduct of research and development expenditures,,"Section 508, Circular A-130",,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.16,OSTP,3. Objectives for Public Access to Scientific ,None,"In developing their public access plans, [ref. Req. 90.01-90.02] agencies shall seek to put in place policies that enhance innovation and competitiveness by maximizing the potential to create new business opportunities and are otherwise consistent with the principles articulated in section 1.",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.17,OSTP,3. Objectives for Public Access to Scientific ,None,"Agency plans [ref. Req. 90.01-90.02] must also describe, to the extent feasible, procedures the agency will take to help prevent the unauthorized mass redistribution of scholarly publications.   ",must,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.18,OSTP,3. Objectives for Public Access to Scientific ,"Further, each agency plan shall:","Further, each agency plan [ref. Req. 90.01-90.02] shall:
a) Ensure that the public can read, download, and analyze in digital form final peer reviewed manuscripts or final published documents within a timeframe that is appropriate for each type of research conducted or sponsored by the agency.  Specifically, each agency: 

i) shall use a twelve-month post-publication embargo period as a guideline for making research papers publicly available; however, an agency may tailor its plan as necessary to address the objectives articulated in this memorandum, as well as the challenges and public interests that are unique to each field and mission combination, and   
ii) shall also provide a mechanism for stakeholders to petition for changing the embargo period for a specific field by presenting evidence demonstrating that the plan would be inconsistent with the objectives articulated in this memorandum; ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.19,OSTP,3. Objectives for Public Access to Scientific ,"Further, each agency plan shall:","Further, each agency plan [ref. Req. 90.01-90.02] shall:
b) Facilitate easy public search, analysis of, and access to peer-reviewed scholarly publications directly arising from research funded by the Federal Government;  ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.2,OSTP,3. Objectives for Public Access to Scientific ,"Further, each agency plan shall:","Further, each agency plan [ref. Req. 90.01-90.02] shall:
c) Ensure full public access to publications’ metadata without charge upon first publication in a data format that ensures interoperability with current and future search technology.  Where possible, the metadata should provide a link to the location where the full text and associated supplemental materials will be made available after the embargo period;",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.21,OSTP,3. Objectives for Public Access to Scientific ,"Further, each agency plan shall:","Further, each agency plan [ref. Req. 90.01-90.02] shall:
d) Encourage public-private collaboration to:

i) maximize the potential for interoperability between public and private platforms and creative reuse to enhance value to all stakeholders,  
ii) avoid unnecessary duplication of existing mechanisms,  
iii) maximize the impact of the Federal research investment, and  
iv) otherwise assist with implementation of the agency plan; ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.22,OSTP,3. Objectives for Public Access to Scientific ,"Further, each agency plan shall:","Further, each agency plan [ref. Req. 90.01-90.02] shall:
e) Ensure that attribution to authors, journals, and original publishers is maintained; and",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.23,OSTP,3. Objectives for Public Access to Scientific ,"Further, each agency plan shall:","Further, each agency plan [ref. Req. 90.01-90.02] shall:
f) Ensure that publications and metadata are stored in an archival solution that:  

i) provides for long-term preservation and access to the content without charge, 
ii) uses standards, widely available and, to the extent possible, nonproprietary archival formats for text and associated content (e.g., images, video, supporting data), 
iii) provides access for persons with disabilities consistent with Section 508 of the Rehabilitation Act of 1973,  and  
iv) enables integration and interoperability with other Federal public access archival solutions and other appropriate archives.   ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.24,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,None,"To the extent feasible and consistent with applicable law and policy; agency mission; resource constraints; U.S. national, homeland, and economic security; and the objectives listed below, digitally formatted scientific data resulting from unclassified research supported wholly or in part by Federal funding should be stored and publicly accessible to search, retrieve, and analyze.",should,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.25,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,None,"For purposes of this memorandum, data is defined, consistent with OMB circular A-110, as the digital recorded factual material commonly accepted in the scientific community as necessary to validate research findings including data sets used to support scholarly publications, but does not include laboratory notebooks, preliminary analyses, drafts of scientific papers, plans for future research, peer review reports, communications with colleagues, or physical objects, such as laboratory specimens. ",N/A,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,x,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.26,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
a) Maximize access, by the general public and without charge, to digitally formatted scientific data created with Federal funds, while:

i) protecting confidentiality and personal privacy,  
ii) recognizing proprietary interests, business confidential information, and intellectual property rights and avoiding significant negative impact on intellectual property rights, innovation, and U.S. competitiveness, and 
iii) preserving the balance between the relative value of long-term preservation and access and the associated cost and administrative burden;  
",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.27,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
b) Ensure that all extramural researchers receiving Federal grants and contracts for scientific research and intramural researchers develop data management plans, as appropriate, describing how they will provide for long-term preservation of, and access to, scientific data in digital formats resulting from federally funded research, or explaining why long term preservation and access cannot be justified;  ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.28,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
c) Allow the inclusion of appropriate costs for data management and access in proposals for Federal funding for scientific research;  ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.29,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
d) Ensure appropriate evaluation of the merits of submitted data management plans; ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.3,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
e) Include mechanisms to ensure that intramural and extramural researchers comply with data management plans and policies; ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.31,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
f) Promote the deposit of data in publicly accessible databases, where appropriate and available; ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.32,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
g) Encourage cooperation with the private sector to improve data access and compatibility, including through the formation of public-private partnerships with foundations and other research funding organizations;  ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.33,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
h) Develop approaches for identifying and providing appropriate attribution to scientific data sets that are made available under the plan;   ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.34,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
i) In coordination with other agencies and the private sector, support training, education, and workforce development related to scientific data management, analysis, storage, preservation, and stewardship; and ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.35,OSTP,4.  Objectives for Public Access to Scientific Data in Digital Formats  ,Each agency’s public access plan shall:,"Each agency’s public access plan [ref. Req. 90.01-90.02] shall:
j) Provide for the assessment of long-term needs for the preservation of scientific data in fields that the agency supports and outline options for developing and sustaining repositories for scientific data in digital formats, taking into account the efforts of public and private sector entities. ",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.36,OSTP,5. Implementation of Public Access Plans ,None,"Some Federal agencies already have policies that partially meet the requirements of this memo. Those agencies should adapt those policies, as necessary, to fully meet the requirements. ",should,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.37,OSTP,5. Implementation of Public Access Plans ,None,"Once finalized, each agency should post its public access plan [ref. Req. 90.01-90.02] on its Open Government website.   ",should,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.38,OSTP,5. Implementation of Public Access Plans ,None,The agency plan [ref. Req. 90.01-90.02] shall not apply to manuscripts submitted for publication prior to the plan’s effective date or to digital data generated prior to the plan’s effective date. The effective dates can be no sooner than the publication date of the agency’s final plan.   ,shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.39,OSTP,5. Implementation of Public Access Plans ,None,"OSTP will oversee implementation [of Policy 90, the creation of public access plans, ref. Req. 90.01-90.02] through regular meetings with agencies. ",will,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memo,2/22/2013,None specified,90.4,OSTP,5. Implementation of Public Access Plans ,None,"Each agency shall provide updates on implementation [of Policy 90, the creation of public access plans, ref. Req. 90.01-90.02] to the Directors of OSTP and OMB twice yearly; these updates shall be submitted by January 1 and July 1 of each year for two years after the effective date of  the agency’s final plan. An agency may amend its public access plan consistent with these objectives, in consultation with OSTP and OMB.",shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,,,,,,,,,,x,,,,,x,,,,,,,,x,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memorandum,2/22/2013,None specified,90.01,Office of Science and Technology Policy,Agency Public Access Plan,None,"The Office of Science and Technology Policy (OSTP) hereby directs each Federal agency with over $100 million in annual conduct of research and development expenditures to develop a plan to support increased public access to the results of research funded by the Federal Government. This includes any results published in peer-reviewed scholarly publications that are based on research that directly arises from Federal funds, as defined in relevant OMB circulars (e.g., A-21 and A-11). 
",Directs,Federal agencies with over $100 million in annual conduct of research and development expenditures,8/21/2013,"OMB Circulars A-21, A-11",,,,,,,X,,,,,,X,,X,,,,,,,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memorandum,2/22/2013,None specified,90.02,Office of Science and Technology Policy,Agency Public Access Plan,None,"Further, each agency plan for both scientific publications and digital scientific data must contain the following elements: 
a) a strategy for leveraging existing archives, where appropriate, and fostering public-private partnerships with scientific journals relevant to the agency’s research; 
b) a strategy for improving the public’s ability to locate and access digital data resulting from federally funded scientific research; 
c) an approach for optimizing search, archival, and dissemination features that encourages innovation in accessibility and interoperability, while ensuring long-term stewardship of the results of federally funded research; 
d) a plan for notifying awardees and other federally funded scientific researchers of their obligations (e.g., through guidance, conditions of awards, and/or regulatory changes); 
e) an agency strategy for measuring and, as necessary, enforcing compliance with its plan; 
f) identification of resources within the existing agency budget to implement the plan; 
g) a timeline for implementation; and 
h) identification of any special circumstances that prevent the agency from meeting any of the objectives set out in this memorandum, in whole or in part.",Must,Federal agencies with over $100 million in annual conduct of research and development expenditures,8/21/2013,None specified,,,,,,,X,,,,,,X,,X,,,,,,,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memorandum,2/22/2013,None specified,90.03,Office of Science and Technology Policy,Agency Public Access Plan,None,Each agency shall submit its draft plan to OSTP within six months of publication of this memorandum.,Shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,8/21/2013,None specified,,,,,,,X,,,,,,X,,X,,,,,,,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memorandum,2/22/2013,None specified,90.04,Office of Science and Technology Policy,Agency Public Access Plan,None,"Further, each agency plan shall: 
a) Ensure that the public can read, download, and analyze in digital form final peer reviewed manuscripts or final published documents within a timeframe that is appropriate for each type of research conducted or sponsored by the agency. Specifically, each agency: 
i) shall use a twelve-month post-publication embargo period as a guideline for making research papers publicly available; however, an agency may tailor its plan as necessary to address the objectives articulated in this memorandum, as well as the challenges and public interests that are unique to each field and mission combination, and 
ii) shall also provide a mechanism for stakeholders to petition for changing the embargo period for a specific field by presenting evidence demonstrating that the plan would be inconsistent with the objectives articulated in this memorandum; 

",Shall; ensure; shall,Federal agencies with over $100 million in annual conduct of research and development expenditures,8/21/2013,None specified,,,,,,,X,,,,,,X,,X,,,,,,,,,
90,Increasing Access to the Results of Federally Funded Scientific Research,https://www.whitehouse.gov/sites/default/files/microsites/ostp/ostp_public_access_memo_2013.pdf,None,Memorandum,2/22/2013,None specified,90.05,Office of Science and Technology Policy,Agency Public Access Plan,None,"Further, each agency plan shall:
b) Facilitate easy public search, analysis of, and access to peer-reviewed scholarly publications directly arising from research funded by the Federal Government; 
c) Ensure full public access to publications’ metadata without charge upon first publication in a data format that ensures interoperability with current and future search technology. Where possible, the metadata should provide a link to the location where the full text and associated supplemental materials will be made available after the embargo period; 
d) Encourage public-private collaboration to: 
i) maximize the potential for interoperability between public and private platforms and creative reuse to enhance value to all stakeholders, 
ii) avoid unnecessary duplication of existing mechanisms, 
iii) maximize the impact of the Federal research investment, and 
iv) otherwise assist with implementation of the agency plan; ",Shall; facilitate; ensure; encourage,Federal agencies with over $100 million in annual conduct of research and development expenditures,8/21/2013,None specified,,,,,,,X,,,,,,X,,X,,,,,,,,,
